Key|Name|Region|Altitude_m|Country|Lat|Lng|Type|Notes|City_Col_Index|Col_Index|AHT|AHT_Max|AHT_Min|AR_Total|Record_Temps|Pop_Urban|GDP_Capita_City
Morelia|Morelia|North America|1950|Mexico|"19°41'60.0"" N"|"101°7'1.2"" W"|2|Tropical monsoon climate|443|UJ|26.6|30.6|23.8|803.6||729757|2
Moscow|Moscow|Europe|151|Russian Federation|"55°45'7.9"" N"|"37°36'56.2"" E"|1|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|444|UK|9.6|24.3|-4|707|-42.2|16170000|4
Mosul|Mosul|Middle East|283|Iraq|"36°19'45.1"" N"|"43°5'10.0"" E"|2|Hot semi-arid climate|445|UL|27.8|42.9|12.4|363.6|49.3|1675000|1
Mudanjiang|Mudanjiang|North-East Asia|246|China|"44°34'59.9"" N"|"129°35'60.0"" E"|2|Humid continental (hot summer, dry winter) / subarctic (cool summer, wet all year) climate|446|UM|10.7|27.9|-10.5|537||965154|1
Multan|Multan|South Asia|125|Pakistan|"30°11'44.2"" N"|"71°28'31.1"" E"|2|Hot desert climate|447|UN|32.6|42.3|21|186.8|49|1900000|0
Munich|Munich|Europe|508|Germany|"48°8'60.0"" N"|"11°34'59.9"" E"|1|Oceanic / humid continental (mild summer, wet all year) climate|448|UO|13|23.1|2.7|968|-31.6|1981000|5
Murmansk|Murmansk|Europe|96|Russian Federation|"68°58'0"" N"|"33°05'0"" E"|3|Subarctic (cool summer, wet all year) climate|449|UP|3.8|17.3|-6.8|494|-39.4|299148|2
Mwanza|Mwanza|Africa|1144|Tanzania|"2°31'0.0"" S"|"32°53'60.0"" E"|2|Tropical savanna climate|450|UQ|28.8|29|28|1001||706543|0
Nagoya|Nagoya|North-East Asia|15|Japan|"35°10'0.1"" N"|"136°55'1.2"" E"|2|Humid subtropical climate|451|UR|20.7|32.8|9|1535.4||10177000|4
Nagpur|Nagpur|South Asia|305|India|"21°8'60.0"" N"|"79°5'60.0"" E"|2|Tropical monsoon climate|452|US|33.5|42.4|28.1|1094|47.8|2668000|1
Nairobi|Nairobi|Africa|1680|Kenya|"1°16'60.0"" S"|"36°49'0.1"" E"|2|Subtropical highland climate|453|UT|24.5|26.8|22|1061.5||4738000|1
Nakhon_Phanom|Nakhon Phanom|South-East Asia|150|Thailand|"17°22'0.1"" N"|"104°43'1.2"" E"|2|Tropical savanna climate|454|UU|31.8|35.1|28.8|2346.8||27591|2
Nakhon_Ratchasima|Nakhon Ratchasima|South-East Asia|181|Thailand|"14°58'0.1"" N"|"102°7'1.2"" E"|2|Tropical savanna climate|455|UV|33|36.5|29.3|1071.5||166217|1
Nakhon_Sawan|Nakhon Sawan|South-East Asia|17|Thailand|"15°40'59.9"" N"|"100°7'1.2"" E"|2|Tropical savanna climate|456|UW|34.2|38.1|31.4|1149.7||114520|1
Nakhon_Si_Thammarat|Nakhon Si Thammarat|South-East Asia|11|Thailand|"8°25'60.0"" N"|"99°58'0.1"" E"|2|Tropical rainforest climate|457|UX|32.4|34|29.6|2496.5||105417|1
Namangan|Namangan|Russia & Central Asia|633|Uzbekistan|"40°59'43.1"" N"|"71°40'21.0"" E"|2|Cold semi-arid climate|458|UY|19.1|33|4|213.1||475700|1
Nanchang|Nanchang|North-East Asia|19|China|"28°33'0.0"" N"|"115°55'58.8"" E"|2|Humid subtropical climate|459|UZ|21.6|33.4|8.7|1624.2||2637000|1
Nanjing|Nanjing|North-East Asia|12|China|"32°3'42.1"" N"|"118°46'40.8"" E"|2|Humid subtropical climate|460|VA|20.2|31.9|7|1062.3||6155000|3
Nanning|Nanning|North-East Asia|73|China|"22°49'0.1"" N"|"108°19'1.2"" E"|2|Humid subtropical climate|461|VB|26.7|32.9|16.9|1309.8||2590000|2
Nantong|Nantong|North-East Asia|8|China|"32°1'49.1"" N"|"120°52'30.0"" E"|2|Humid subtropical climate|462|VC|19.5|30.9|6.8|1064.9||1184000|1
Naples|Naples|Europe|94|Italy|"40°49'59.9"" N"|"14°15'0.0"" E"|2|Hot summer Mediterranean climate|463|VD|20.5|29.5|12.5|1006.6||3706000|4
Napoli|Napoli|Europe|94|Italy|"40°49'59.9"" N"|"14°15'0.0"" E"|2|Hot summer Mediterranean climate|464|VE|20.5|29.5|12.5|1006.6||3128000|4
Nashville|Nashville|North America|151|United States of America|"36°9'56.9"" N"|"86°47'3.8"" W"|2|Humid subtropical climate|465|VF|21|31.8|8.3|1200.3||1081000|5
Naucalpan|Naucalpan|North America|2300|Mexico|"19°28'45.8"" N"|"99°14'17.9"" W"|2|Subtropical highland climate|466|VG|24.3|27|22|842||833779|2
Neijiang|Neijiang|North-East Asia|318|China|"29°35'1.0"" N"|"105°3'32.4"" E"|2|Humid subtropical climate|467|VH|21.5|32|11|945||546854|2
New_Orleans|New Orleans|North America|-2|United States of America|"29°57'15.8"" N"|"90°4'30.0"" W"|2|Humid subtropical climate|468|VI|25.7|32.9|16.7|1586.23||1240977|5
New_Patna|New Patna|South Asia|50|India|||2|Humid subtropical (dry winter, wet summer) climate|469|VJ|31.4|38.4|23|1019.4|46.6|2231554|1
Newcastle,_New_South_Wales|Newcastle, New South Wales|Australia & New Zealand|1|Australia|"32°55'0.1"" S"|"151°45'0.0"" E"|2|Humid subtropical / oceanic climate|470|VK|21.8|25.6|16.7|1131.6||308308|5
Niamey|Niamey|Africa|227|Niger|"13°31'0.1"" N"|"2°7'0.0"" E"|2|Hot semi-arid climate|471|VL|36.2|40.9|32.5|540.8||1090000|0
Ningbo|Ningbo|North-East Asia|9|China|"29°52'30.0"" N"|"121°32'31.2"" E"|2|Humid subtropical climate|472|VM|20.8|32.6|8.8|1443.1||3753000|3
Nizhniy_Novgorod|Nizhniy Novgorod|Russia & Central Asia|135|Russian Federation|"56°19'59.9"" N"|"44°0'0.0"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|473|VN|9|24.7|-5.9|657|-41.4|1250619|2
Nome,_Alaska|Nome, Alaska|North America|3|United States of America|"64°30'14"" N"|"165°23'58"" W"|3|Subarctic (cool summer, wet all year) climate|474|VO|1.2|14.6|-10.5|426.9||3598|
Nong_Khai|Nong Khai|South-East Asia|184|Thailand|"17°52'34.0"" N"|"102°44'38.4"" E"|2|Tropical savanna climate|475|VP|32.3|36.2|28.9|1608.2||46180|2
Nouakchott|Nouakchott|Africa|7|Mauritania|"18°5'11.0"" N"|"15°58'31.1"" W"|2|Hot desert climate|476|VQ|32.4|36.4|29.1|94||958399|1
Nouméa|Nouméa|South-East Asia|200|France|"22°16'33"" S"|"166°27'29"" E"|3|Tropical monsoon climate|477|VR|26|29|22.6|1071.5||97579|4
Novaya_Zemlya|Novaya Zemlya|Russia & Central Asia|500|Russian Federation|"74°0'0"" N"|"56°0'0"" E"|3|Tundra climate|478|VS|-2.1|9.9|-11.7|419.3|-39||
Novosibirsk|Novosibirsk|Russia & Central Asia|151|Russian Federation|"55°2'28.0"" N"|"82°56'3.8"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|479|VT|7.1|25.4|-12.1|448|-46.3|1486000|2
Nuremberg|Nuremberg|Europe|309|Germany|"49°26'52.1"" N"|"11°4'5.9"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|480|VU|13.8|24.6|2.5|636.9|-30.2|3500000|5
Nuuk|Nuuk|North America|5|Denmark|"64°10'30"" N"|"51°44'20"" W"|3|Tundra climate|481|VV|1.4|9.9|-5.1|774|-29|18040|5
Odesa|Odesa|Europe|41|Ukraine|"46°28'0.1"" N"|"30°43'59.9"" E"|2|Humid subtropical / humid continental (hot summer, wet all year) climate|482|VW|14.1|27|2.2|453|-28|11910001|1
Okayama|Okayama|North-East Asia|40|Japan|"34°38'60.0"" N"|"133°55'1.2"" E"|2|Humid subtropical climate|483|VX|20.6|32.7|9|1106.2||714583|5
Oklahoma_City|Oklahoma City|North America|364|United States of America|"35°28'3.0"" N"|"97°30'58.0"" W"|2|Humid subtropical / humid continental (hot summer, wet all year) climate|484|VY|22.3|34.4|9.8|927.5|45|1459758|5
Omdurman|Omdurman|Africa|389|Sudan|"15°38'10.0"" N"|"32°26'13.9"" E"|2|Hot desert climate|485|VZ|37.1|41.9|30.8|156.8|53.3|6527500|1
Omsk|Omsk|Russia & Central Asia|98|Russian Federation|"55°0'0.0"" N"|"73°24'0.0"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|486|WA|7.1|25.3|-12|415|-45.5|1154000|2
Orenburg|Orenburg|Russia & Central Asia|107|Russian Federation|"51°47'4.9"" N"|"55°5'55.0"" E"|2|Humid continental (hot summer, wet all year) / subarctic (cool summer, wet all year) climate|487|WB|10.8|29|-8|364|-43.2|548331|1
Orumiyeh|Orumiyeh|Middle East|1330|Iran|"37°33'18.0"" N"|"45°6'10.1"" E"|2|Cold semi-arid climate|488|WC|17.6|31.2|2.6|341.2|-22.8|1000000|1
Osaka|Osaka|North-East Asia|5|Japan|"34°40'0.1"" N"|"135°30'0.0"" E"|2|Humid subtropical climate|489|WD|21.1|33.4|9.5|1279.1||17444000|5
Osasco|Osasco|South America|667|Brazil|"23°34'0.1"" S"|"46°46'59.9"" W"|2|Tropical monsoon climate|490|WE|24.9|28|21.7|146||19889559|3
Ottawa|Ottawa|North America|71|Canada|"45°25'0.1"" N"|"75°42'0.0"" W"|2|Humid continental (mild summer, wet all year) climate|491|WF|11.3|26.5|-5.8|943.6|47|874433|4
Ouagadougou|Ouagadougou|Africa|306|Burkina Faso|"12°22'13.1"" N"|"1°31'29.0"" W"|2|Hot semi-arid climate|492|WG|34.8|39.1|30.9|788|48|2700000|0
Ouarzazate|Ouarzazate|Africa|1151|Morocco|"30°55'18.1"" N"|"6°55'3.0"" W"|2|Hot desert climate|493|WH|26.5|37.8|16.6|112.2||496536|1
Oymyakon|Oymyakon|Russia & Central Asia|750|Russian Federation|"63°27'39"" N"|"142°47'09"" E"|3|Subarctic Extreme (cold winter, dry winter) climate|494|WI|-8.8|22.7|-42.5|212|-67.7|500|
Padang|Padang|South-East Asia|31|Indonesia|"0°57'0.0"" S"|"100°20'60.0"" E"|2|Tropical monsoon climate|495|WJ|31.6|32.2|30.6|4172||1024906|1
Palembang|Palembang|South-East Asia|3|Indonesia|"2°55'0.0"" S"|"104°45'0.0"" E"|2|Tropical monsoon climate|496|WK|30.7|31|29|2420||1434000|1
Palermo|Palermo|Europe|8|Italy|"38°7'0.1"" N"|"13°22'0.1"" E"|2|Hot summer Mediterranean climate|497|WL|22.1|30.2|15.3|761.1||1200000|4
Panzhihua|Panzhihua|North-East Asia|1980|China|"26°33'0.0"" N"|"101°43'58.8"" E"|2|Humid subtropical (dry winter, wet summer) climate|498|WM|27.6|32.3|21|849.5||461513|1
Papeete|Papeete|South-East Asia|60|France|"17°32'06"" S"|"149°34'11"" W"|3|Tropical monsoon climate|499|WN|29.5|30.8|28.2|1761.2||25763|5
Paris|Paris|Europe|34|France|"48°52'0.1"" N"|"2°19'60.0"" E"|1|Oceanic climate|500|WO|16|25.2|7.2|649.6|-23.9|10858000|5
Patna|Patna|South Asia|50|India|"25°36'0.0"" N"|"85°7'0.1"" E"|2|Humid subtropical (dry winter, wet summer) climate|501|WP|31.4|38.4|23|1019.4|46.6|2200000|1
Penza|Penza|Russia & Central Asia|187|Russian Federation|"53°11'44.9"" N"|"45°0'0.0"" E"|2|Humid continental (mild summer, wet all year) climate|502|WQ|10.3|26.6|-5.5|542|-40.5|522823|2
Perm|Perm|Russia & Central Asia|149|Russian Federation|"58°0'0.0"" N"|"56°15'0.0"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|503|WR|7.1|24.2|-9.3|657|-47.1|991162|3
Perth|Perth|Australia & New Zealand|34|Australia|"31°55'59.9"" S"|"115°49'58.8"" E"|2|Hot summer Mediterranean climate|504|WS|24.6|31.4|18.4|848.3|46.2|1751000|5
Peshawar|Peshawar|South Asia|315|Pakistan|"34°0'29.9"" N"|"71°34'22.1"" E"|2|Hot semi-arid climate|505|WT|29.4|40.4|18.3|403.9|48|1730000|1
Petaling_Jaya|Petaling Jaya|South-East Asia|63|Malaysia|"3°4'60.0"" N"|"101°39'0.0"" E"|2|Tropical savanna climate|506|WU|32.8|33.5|31.9|2723.8||638516|1
Petropavlovsk-Kamchatsky|Petropavlovsk-Kamchatsky|Russia & Central Asia|40|Russian Federation|"53°01'0"" N"|"158°39'0"" E"|3|Subarctic (cool summer, wet all year) climate|507|WV|4.9|15.9|-5.1|1166|-31.7|181618|3
Phetchabun|Phetchabun|South-East Asia|112|Thailand|"16°21'0.0"" N"|"101°9'0.0"" E"|2|Tropical savanna climate|508|WW|33.2|37.2|31|1122||23823|1
Philadelphia|Philadelphia|North America|12|United States of America|"39°57'7.9"" N"|"75°9'51.1"" W"|2|Humid subtropical / humid continental (hot summer, wet all year) climate|509|WX|18.1|30.6|4.6|1054.8||5570000|5
Phitsanulok|Phitsanulok|South-East Asia|321|Thailand|"16°49'59.9"" N"|"100°15'0.0"" E"|2|Tropical savanna climate|510|WY|33.4|37.2|30.7|1317||84311|1
Phnom_Penh|Phnom Penh|South-East Asia|18|Cambodia|"11°33'0.0"" N"|"104°55'1.2"" E"|2|Tropical monsoon climate|511|WZ|32.5|34.9|29.9|1635.6||1729000|1
Phoenix,_Arizona|Phoenix, Arizona|North America|340|United States of America|"33°26'53.9"" N"|"112°4'22.8"" W"|2|Hot desert climate|512|XA|30.3|41.2|18.9|203.96|50|4194000|5
Pietermaritzburg|Pietermaritzburg|Africa|596|South Africa|"29°37'0.1"" S"|"30°22'59.9"" E"|2|Humid subtropical / subtropical highland climate|513|XB|25.6|28|22|832||223448|2
Port_Elizabeth|Port Elizabeth|Africa|67|South Africa|"33°58'0.1"" S"|"25°34'59.9"" E"|2|Humid subtropical / oceanic climate|514|XC|22.3|25.4|19.6|624||1212000|1
Port_Harcourt|Port Harcourt|Africa|463|Nigeria|"4°47'21.0"" N"|"6°59'55.0"" E"|2|Tropical monsoon climate|515|XD|31|33|29|2294||2340000|1
Port_Moresby|Port Moresby|South-East Asia|35|Papua New Guinea|"9°30'49.1"" S"|"147°13'7.7"" E"|2|Tropical monsoon climate|516|XE|30.2|32|28|1012||364125|1
Port-au-prince|Port-au-prince|North America|124|Haiti|"18°32'21.1"" N"|"72°20'6.0"" W"|2|Tropical monsoon climate|517|XF|32.8|35|31|1353||2332000|0
Port-aux-Français|Port-aux-Français|Europe|50|France|"49°21'0"" S"|"70°13'0"" E"|3|Tundra climate|518|XG|7.9|11.5|4.8|707.9|||
Portland,_Oregon|Portland, Oregon|North America|61|United States of America|"45°31'25.0"" N"|"122°40'30.0"" W"|2|Warm summer Mediterranean / oceanic climate|519|XH|17.3|27.3|7.6|915.1||1976000|5
Porto_Alegre|Porto Alegre|South America|34|Brazil|"30°1'59.9"" S"|"51°12'0.0"" W"|2|Humid subtropical climate|520|XI|24.8|30.2|19.4|1320.4||3413000|2
Poznan|Poznan|Europe|50|Poland|"52°25'0.1"" N"|"16°58'0.1"" E"|2|Humid continental (hot summer, dry winter) climate|521|XJ|13.4|24.6|2.3|492|-28.5|1400000|3
Prachuap_Khiri_Khan|Prachuap Khiri Khan|South-East Asia|34|Thailand|"11°45'0.0"" N"|"99°43'59.9"" E"|2|Tropical savanna climate|522|XK|32.1|34|30.4|1091.8||551707|1
Praha|Praha|Europe|254|Czech Republic|"50°4'59.9"" N"|"14°28'0.1"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|523|XL|12.5|23.3|0.4|525.8|-27.6|1310000|4
Pretoria|Pretoria|Africa|1311|South Africa|"25°42'24.8"" S"|"28°13'45.8"" E"|2|Humid subtropical / subtropical highland climate|524|XM|24.9|29|19|732||2927000|3
Prishtina|Prishtina|Europe|571|Serbia|"42°38'21.8"" N"|"21°5'46.0"" E"|2|Oceanic climate|525|XN|15.5|26.7|2.4|597.9|-27.2|504165|3
Pune|Pune|South Asia|570|India|"18°31'59.9"" N"|"73°52'0.1"" E"|2|Hot semi-arid climate|526|XO|32|38.1|27.5|721.6|43.3|5631000|1
Punta_Arenas|Punta Arenas|South America|34|Chile|"53°10'0"" S"|"70°56'0"" W"|3|Subpolar oceanic climate|527|XP|9.5|14.3|3.7|395.3||116005|2
Pyongyang|Pyongyang|North-East Asia|13|South Korea|"39°1'9.8"" N"|"125°45'18.0"" E"|2|Humid continental (hot summer, dry winter) climate|528|XQ|15.8|29.2|-1.2|962.2|-26.5|2850000|1
Qingdao|Qingdao|North-East Asia|31|China|"36°5'55.0"" N"|"120°22'19.2"" E"|2|Humid continental (hot summer, dry winter) climate|529|XR|16.2|28.4|2.8|662.1||5816000|2
Qinhuangdao|Qinhuangdao|North-East Asia|3|China|"39°55'54.1"" N"|"119°35'16.8"" E"|2|Humid continental (hot summer, dry winter) climate|530|XS|15.7|28.5|0.1|634.2|-20.8|1041000|0
Qiqihar|Qiqihar|North-East Asia|140|China|"47°20'26.9"" N"|"123°58'1.2"" E"|2|Humid continental (hot summer, dry winter) / subarctic (cool summer, wet all year) climate|531|XT|9.9|28|-12.4|415.2||1241000|0
Qom|Qom|Middle East|925|Iran|"34°38'43.1"" N"|"50°52'50.9"" E"|2|Hot desert climate|532|XU|26|40.3|10.2|148.2|47|1101000|1
Quebec_City|Quebec City|North America|71|Canada|"46°47'60.0"" N"|"71°15'0.0"" W"|2|Humid continental (mild summer, wet all year) climate|533|XV|9.2|25|-7.9|1189.8|49.3|645623|4
Quetta|Quetta|South Asia|1680|Pakistan|"30°11'60.0"" N"|"67°0'0.0"" E"|2|Cold semi-arid climate|534|XW|24.4|35.9|10.8|260.9||1100000|1
Quito|Quito|South America|2850|Ecuador|"0°13'0.0"" S"|"78°30'0.0"" W"|2|Subtropical highland / oceanic climate|535|XX|19.6|20.3|19.1|975.2||1720000|2
Rabat|Rabat|Africa|54|Morocco|"34°1'31.1"" N"|"6°50'10.0"" W"|2|Hot summer Mediterranean / oceanic climate|536|XY|21.9|27.1|17.2|554.9||1845000|1
Raipur|Raipur|South Asia|298|India|"21°13'59.9"" N"|"81°37'59.9"" E"|2|Tropical monsoon climate|537|XZ|32.1|42|26|1332||1329000|1
Rajkot|Rajkot|South Asia|134|India|"22°18'0.0"" N"|"70°46'59.9"" E"|2|Hot semi-arid climate|538|YA|33.9|40.2|28.2|576.7|47.9|1568000|1
Rajshahi|Rajshahi|South Asia|28|Bangladesh|"24°22'0.1"" N"|"88°35'60.0"" E"|2|Tropical monsoon climate|539|YB|31.2|35.9|25.4|1419|45.1|472775|0
Ranchi|Ranchi|South Asia|621|India|"23°21'0.0"" N"|"85°19'59.9"" E"|2|Tropical monsoon climate|540|YC|29.2|36.6|23|1462.7||1246000|1
Rasht|Rasht|Middle East|1|Iran|"37°16'45.8"" N"|"49°35'8.9"" E"|2|Humid subtropical climate|541|YD|20.5|30.5|10.8|1355.5||622209|2
Rawalpindi|Rawalpindi|South Asia|484|Pakistan|"33°36'0.0"" N"|"73°4'0.1"" E"|2|Humid subtropical (dry winter, wet summer) / continental Mediterranean climate|542|YE|28.7|39.5|17|941||2510000|1
Recife|Recife|South America|1|Brazil|"8°3'0.0"" S"|"34°53'60.0"" W"|2|Tropical monsoon climate|543|YF|29.1|30.2|27.3|2417.7||3347000|3
Reykjavik|Reykjavik|Europe|44|Iceland|"64°08'0"" N"|"21°56'0"" W"|2|Subpolar oceanic / subarctic (cool summer, wet all year) climate|544|YG|8.4|15.2|3.3|842.1|-24.5|121822|5
Reynosa|Reynosa|North America|35|Mexico|"26°4'59.9"" N"|"98°16'59.9"" W"|2|Hot semi-arid climate|545|YH|30.6|36.9|21.9|452.5|44|1756237|3
Riga|Riga|Europe|1|Latvia|"56°57'0.0"" N"|"24°6'0.0"" E"|2|Humid continental (mild summer, wet all year) climate|546|YI|10.8|22|2.6|621.9|-34.9|641007|3
Rio_De_Janeiro|Rio De Janeiro|South America|1|Brazil|"22°53'60.0"" S"|"43°13'59.9"" W"|2|Tropical monsoon climate|547|YJ|27.3|30.2|25|1069.2||11727000|3
Riyadh|Riyadh|Middle East|618|Saudi Arabia|"24°38'26.9"" N"|"46°46'22.1"" E"|2|Hot desert climate|548|YK|32.7|42.5|20.2|92.5|48|5666000|4
Roi_Et|Roi Et|South-East Asia|188|Thailand|"16°3'0.0"" N"|"103°40'1.2"" E"|2|Tropical savanna climate|549|YL|32.3|35.7|29.3|1342||34229|1
Rome|Rome|Europe|14|Italy|"41°53'60.0"" N"|"12°28'59.9"" E"|2|Hot summer Mediterranean climate|550|YM|20.4|30.6|11.9|804.3||3906000|5
Rosario|Rosario|South America|11|Argentina|"32°57'4.0"" S"|"60°39'59.0"" W"|2|Humid subtropical (dry winter, wet summer) climate|551|YN|23.5|30.8|16.4|993.7||1338000|3
Rostov-na-donu|Rostov-na-donu|Europe|80|Russian Federation|"47°14'11.0"" N"|"39°42'50.0"" E"|2|Humid continental (hot summer, wet all year) climate|552|YO|14.6|29.2|-0.1|643|-31.9|114806|2
Rotterdam|Rotterdam|Europe|0|Netherlands|"51°55'0.1"" N"|"4°30'0.0"" E"|2|Oceanic climate|553|YP|14|22.2|6|855.6||2660000|4
Sacramento|Sacramento|North America|5|United States of America|"38°34'54.1"" N"|"121°29'34.8"" W"|2|Hot summer Mediterranean climate|554|YQ|23.1|33.4|12.1|470.41|46.1|1885000|5
Saint_Petersburg|Saint Petersburg|Europe|5|Russian Federation|"59°53'39.8"" N"|"30°15'51.1"" E"|2|Humid continental (mild summer, wet all year) / subpolar oceanic climate|555|YR|9.1|23|-3|662|-35.9|5126000|3
Saint_Pierre_and_Miquelon|Saint Pierre and Miquelon|North America|8|France|"46°47'0"" N"|"56°10'0"" W"|3|Humid continental (mild summer, wet all year) climate|556|YS|8.1|18.5|-0.7|1312.2|||3
Saint-Denis,_Réunion|Saint-Denis, Réunion|Africa|50|Réunion|"20°52'59.9"" S"|"55°31'59.9"" E"|2|Tropical savanna climate|557|YT|27.7|30.1|25.2|1658.6||776948|2
Sakon_Nakhon|Sakon Nakhon|South-East Asia|205|Thailand|"17°4'59.9"" N"|"104°2'60.0"" E"|2|Tropical savanna climate|558|YU|31.7|35.1|28.6|1645||1201904|1
Salta|Salta|South America|1200|Argentina|"24°46'59.9"" S"|"65°25'0.1"" W"|2|Subtropical highland climate|559|YV|24.1|27.8|19.1|754.7||619000|2
Saltillo|Saltillo|North America|1600|Mexico|"25°25'0.1"" N"|"101°0'0.0"" W"|2|Hot semi-arid climate|560|YW|25.6|30.2|19.7|369.3||823128|3
Salvador,_Bahia|Salvador, Bahia|South America|1|Brazil|"12°58'59.9"" S"|"38°31'0.1"" W"|2|Tropical rainforest climate|561|YX|28.2|30|26.2|2144.1||3190000|2
San_Antonio|San Antonio|North America|196|United States of America|"29°25'26.0"" N"|"98°29'35.9"" W"|2|Humid subtropical climate|562|YY|26.8|35.6|17.2|819.65|43.9|1976000|5
San_Diego|San Diego|North America|26|United States of America|"32°42'55.1"" N"|"117°9'21.6"" W"|2|Hot semi-arid / warm summer Mediterranean climate|563|YZ|20.9|24.7|18.2|262.63|43.9|3086000|5
San_Francisco|San Francisco|North America|60|United States of America|"37°46'30.0"" N"|"122°25'4.8"" W"|1|Warm summer Mediterranean / oceanic climate|564|ZA|17.7|21.2|13.8|600.68||5929000|6
San_Jose,_California|San Jose, California|North America|24|United States of America|"37°20'21.8"" N"|"121°53'38.4"" W"|2|Warm summer Mediterranean / cold semi-arid climate|565|ZB|21.5|27.7|14.4|401.82||5929000|6
San_Miguel_de_Tucumán|San Miguel de Tucumán|South America|437|Argentina|"26°49'0.1"" S"|"65°13'0.1"" W"|2|Humid subtropical (dry winter, wet summer) climate|566|ZC|25.7|31.3|18.2|966.3||830000|3
San_Pedro_Sula|San Pedro Sula|North America|84|Honduras|"15°30'0.0"" N"|"88°1'59.9"" W"|2|Tropical savanna climate|567|ZD|30.8|33|28|1180||1445598|0
San_Salvador|San Salvador|North America|452|El Salvador|"13°42'31.0"" N"|"89°12'11.2"" W"|2|Tropical monsoon climate|568|ZE|30|32.2|28|1734||1100000|1
Sana%27a|Sana'a|Middle East|2250|Yemen|"15°21'16.9"" N"|"44°12'24.1"" E"|2|Cold desert climate|569|ZF|24.3|28.2|20.3|265||2167961|1
Santa_Marta|Santa Marta|South America|9|Colombia|"11°14'49.9"" N"|"74°12'6.1"" W"|2|Tropical monsoon climate|570|ZG|32.6|33.7|31.5|499.3||454860|0
Sao_Bernardo_Do_Campo|Sao Bernardo Do Campo|South America|763|Brazil|"23°41'60.0"" S"|"46°32'60.0"" W"|2|Humid subtropical climate|571|ZH|24.6|27.7|20.3|1531.5||743386|3
Sao_Luis|Sao Luis|South America|1|Brazil|"2°31'0.0"" S"|"44°16'0.1"" W"|2|Tropical monsoon climate|572|ZI|30.4|31.4|29.4|2290.2||1227659|2
Sao_Paulo|Sao Paulo|South America|631|Brazil|"23°31'59.9"" S"|"46°37'0.1"" W"|1|Humid subtropical (dry winter, wet summer) / tropical monsoon climate|573|ZJ|24.9|28|21.8|1441.1||20365000|3
Sapporo|Sapporo|North-East Asia|31|Japan|"43°3'16.9"" N"|"141°21'14.4"" E"|2|Humid continental (hot summer, wet all year) climate|574|ZK|12.9|26.4|-0.6|1106.6|-28.5|2570000|4
Saratov|Saratov|Russia & Central Asia|145|Russian Federation|"51°34'0.1"" N"|"46°1'59.9"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|575|ZL|11.4|28.2|-4.8|476|-37.3|842097|1
Sargodha|Sargodha|South Asia|193|Pakistan|"32°5'1.0"" N"|"72°40'16.0"" E"|2|Hot semi-arid climate|576|ZM|30.7|39|20|400||1893000|1
Schefferville|Schefferville|North America|521|Canada|"54°48'0"" N"|"66°50'0"" W"|3|Subarctic (cool summer, wet all year) climate|577|ZN|-0.4|17.1|-19.2|792.1|-50.6|213|
Seattle|Seattle|North America|60|United States of America|"47°36'23.0"" N"|"122°19'51.6"" W"|2|Warm summer Mediterranean / oceanic climate|578|ZO|15.7|24.6|7.6|952.25||3218000|5
Semarang|Semarang|South-East Asia|19|Indonesia|"6°58'0.0"" S"|"110°25'1.2"" E"|2|Tropical monsoon climate|579|ZP|31|32|29|2530||1630000|1
Sendai|Sendai|North-East Asia|50|Japan|"38°15'16.9"" N"|"140°53'6.0"" E"|2|Humid subtropical climate|580|ZQ|16.2|27.9|5.2|1243.1||1277000|5
Seoul|Seoul|North-East Asia|46|South Korea|"37°33'59.0"" N"|"127°0'0.0"" E"|1|Humid subtropical (dry winter, wet summer) / humid continental (hot summer, dry winter) climate|581|ZR|17|29.6|1.5|1450.6|-23.1|23480000|4
Sevilla|Sevilla|Europe|2|Spain|"37°22'37.9"" N"|"5°59'13.0"" W"|2|Hot summer Mediterranean / hot semi-arid climate|582|ZS|25.4|36|16|539|46.6|1107000|4
Shah_Alam|Shah Alam|South-East Asia|76|Malaysia|"3°4'60.0"" N"|"101°31'58.8"" E"|2|Tropical monsoon climate|583|ZT|31.9|33|31|2402.9||646890|2
Shanghai|Shanghai|North-East Asia|6|China|"31°0'18.0"" N"|"121°24'32.4"" E"|1|Humid subtropical / humid continental (hot summer, wet all year) climate|584|ZU|20.6|32.2|8.1|1166.1||23416000|3
Shantou|Shantou|North-East Asia|3|China|"23°22'0.1"" N"|"116°40'1.2"" E"|2|Humid subtropical climate|585|ZV|25.2|31.8|17.9|1631.4||2419000|1
Shaoguan|Shaoguan|North-East Asia|29|China|"24°48'0.0"" N"|"113°34'58.8"" E"|2|Humid subtropical climate|586|ZW|25.2|34.1|15|1583.5||628749|1
